sentence,title,author,year,chunk_id,inferred_emotion,inferred_emotion
"Let her marry Robert Martin, and she is safe, respectable,
and happy for ever; but if you encourage her to expect to marry
greatly, and teach her to be satisfied with nothing less than a man of
consequence and large fortune, she may be a parlour-boarder at Mrs.
Goddard’s all the rest of her life—or, at least, (for Harriet Smith is
a girl who will marry somebody or other,) till she grow desperate, and
is glad to catch at the old writing-master’s son.”",Emma,Jane Austen,1815,JA_042,neutral,neutral
"He was afraid not even Miss Woodhouse”—he
stopt a moment—“or Miss Smith could inspire him.”",Emma,Jane Austen,1815,JA_047,neutral,neutral
"Some minutes passed in this unpleasant silence, with only one attempt
on Emma’s side to talk of the weather, but he made no answer.",Emma,Jane Austen,1815,JA_043,neutral,neutral
Emma felt that she could not do better than go home directly.,Emma,Jane Austen,1815,JA_312,neutral,neutral
"I wish
I may not sink into ‘poor Emma’ with him at once.—His tender compassion
towards oppressed worth can go no farther.”",Emma,Jane Austen,1815,JA_316,desire,desire
"She met Mr. Weston on his entrance, with a smiling countenance,
exclaiming, “A very pretty trick you have been playing me, upon my word!",Emma,Jane Austen,1815,JA_271,admiration,admiration
"What years of felicity that man, in all human calculation, has
before him!—Assured of the love of such a woman—the disinterested love,
for Jane Fairfax’s character vouches for her disinterestedness; every
thing in his favour,—equality of situation—I mean, as far as regards
society, and all the habits and manners that are important; equality in
every point but one—and that one, since the purity of her heart is not
to be doubted, such as must increase his felicity, for it will be his
to bestow the only advantages she wants.—A man would always wish to
give a woman a better home than the one he takes her from; and he who
can do it, where there is no doubt of _her_ regard, must, I think, be
the happiest of mortals.—Frank Churchill is, indeed, the favourite of
fortune.",Emma,Jane Austen,1815,JA_290,approval,approval
Ladies can never look ill.,Emma,Jane Austen,1815,JA_134,neutral,neutral
"Were she a woman of fortune, I would leave every harmless
absurdity to take its chance, I would not quarrel with you for any
liberties of manner.",Emma,Jane Austen,1815,JA_253,neutral,neutral
"“A new neighbour for us all, Miss Woodhouse!” said Miss Bates,
joyfully; “my mother is so pleased!—she says she cannot bear to have
the poor old Vicarage without a mistress.",Emma,Jane Austen,1815,JA_116,joy,joy
"Absence, with the conviction probably of her indifference, had
produced this very natural and very desirable effect.",Emma,Jane Austen,1815,JA_213,approval,approval
"No husbands and wives,” with so interesting a
consciousness, that Emma began to consider whether she had not better
leave them together at once.",Emma,Jane Austen,1815,JA_029,neutral,neutral
"Donwell was
famous for its strawberry-beds, which seemed a plea for the invitation:
but no plea was necessary; cabbage-beds would have been enough to tempt
the lady, who only wanted to be going somewhere.",Emma,Jane Austen,1815,JA_239,neutral,neutral
"She was obliged to go the next morning for an hour or
two to Mrs. Goddard’s, but it was then to be settled that she should
return to Hartfield, to make a regular visit of some days.",Emma,Jane Austen,1815,JA_037,neutral,neutral
"She gave a slight
glance round the table, and applied herself to it.",Emma,Jane Austen,1815,JA_235,neutral,neutral
"Mr. Knightley saw no such passion, and of course
thought nothing of its effects; but she saw too much of it to feel a
doubt of its overcoming any hesitations that a reasonable prudence
might originally suggest; and more than a reasonable, becoming degree
of prudence, she was very sure did not belong to Mr. Elton.",Emma,Jane Austen,1815,JA_045,neutral,neutral
"“You are extremely kind,” replied Miss Bates, highly gratified; “you
who are such a judge, and write so beautifully yourself.",Emma,Jane Austen,1815,JA_104,admiration,admiration
"One accompaniment to her song took her
agreeably by surprize—a second, slightly but correctly taken by Frank
Churchill.",Emma,Jane Austen,1815,JA_154,approval,approval
And she is a good-natured woman after all.,Emma,Jane Austen,1815,JA_239,admiration,admiration
"It
was also a very early speculation with Emma.",Emma,Jane Austen,1815,JA_263,neutral,neutral
"CHAPTER XI “Harriet, poor Harriet!”—Those were the words; in them lay the
tormenting ideas which Emma could not get rid of, and which constituted
the real misery of the business to her.",Emma,Jane Austen,1815,JA_272,neutral,neutral
She was most forcibly struck.,Emma,Jane Austen,1815,JA_254,neutral,neutral
"Without scruple—without apology—without much apparent
diffidence, Mr. Elton, the lover of Harriet, was professing himself
_her_ lover.",Emma,Jane Austen,1815,JA_087,neutral,neutral
Harriet would have been a better match.,Emma,Jane Austen,1815,JA_183,neutral,neutral
"And again, on Emma’s merely turning her head to look at Mrs. Bates’s
knitting, she added, in a half whisper, “I mentioned no _names_, you will observe.—Oh!",Emma,Jane Austen,1815,JA_309,neutral,neutral
"They are good-natured
people, and think little of their own claims; but still they must feel
that any body’s hurrying away is no great compliment; and Miss
Woodhouse’s doing it would be more thought of than any other person’s
in the room.",Emma,Jane Austen,1815,JA_142,neutral,neutral
"I am sure I was very much surprized when I
first heard she was going to be married.”",Emma,Jane Austen,1815,JA_053,surprise,surprise
"But as she wanted to be drawing, the
declaration must wait a little longer.",Emma,Jane Austen,1815,JA_029,neutral,neutral
"The picture which she had then drawn of the privations of the
approaching winter, had proved erroneous; no friends had deserted them,
no pleasures had been lost.—But her present forebodings she feared
would experience no similar contradiction.",Emma,Jane Austen,1815,JA_286,disapproval,disapproval
"It reminded
her of their first forlorn tête-à-tête, on the evening of Mrs. Weston’s
wedding-day; but Mr. Knightley had walked in then, soon after tea, and
dissipated every melancholy fancy.",Emma,Jane Austen,1815,JA_286,neutral,neutral
"And as for James, you may be very sure he will always like going
to Randalls, because of his daughter’s being housemaid there.",Emma,Jane Austen,1815,JA_003,neutral,neutral
"Angry as she was, the thought of the moment made her resolve to
restrain herself when she did speak.",Emma,Jane Austen,1815,JA_087,neutral,neutral
"Perfect happiness, even in memory, is not common; and there were two
points on which she was not quite easy.",Emma,Jane Austen,1815,JA_156,neutral,neutral
"Dinner-parties and
evening-parties were made for him and his lady; and invitations flowed
in so fast that she had soon the pleasure of apprehending they were
never to have a disengaged day.",Emma,Jane Austen,1815,JA_195,neutral,neutral
"She was too completely
overpowered to be immediately able to reply: and two moments of silence
being ample encouragement for Mr. Elton’s sanguine state of mind, he
tried to take her hand again, as he joyously exclaimed— “Charming Miss Woodhouse!",Emma,Jane Austen,1815,JA_088,joy,joy
"But Emma, in her own mind, determined that he _did_ know what he
was talking about, and that he shewed a very amiable inclination to
settle early in life, and to marry, from worthy motives.",Emma,Jane Austen,1815,JA_138,neutral,neutral
"“If we were in the other room,” said Emma, “if I had my writing-desk, I
am sure I could produce a specimen.",Emma,Jane Austen,1815,JA_201,neutral,neutral
Referring the education to her seemed to imply it.,Emma,Jane Austen,1815,JA_252,neutral,neutral
"But with all the hopes
of cheerfulness, and all the present comfort of delay, there was still
such an evil hanging over her in the hour of explanation with Harriet,
as made it impossible for Emma to be ever perfectly at ease.",Emma,Jane Austen,1815,JA_094,neutral,neutral
"The name makes me think of poor Isabella; for she was very near being
christened Catherine after her grandmama.",Emma,Jane Austen,1815,JA_052,sadness,sadness
"It is a great
change; and though she is amazingly fortunate—such a situation, I
suppose, as no young woman before ever met with on first going out—do
not think us ungrateful, Miss Woodhouse, for such surprising good
fortune—(again dispersing her tears)—but, poor dear soul!",Emma,Jane Austen,1815,JA_256,admiration,admiration
I wonder what will become of her!”,Emma,Jane Austen,1815,JA_025,surprise,surprise
"Do not pity me till I saw her wan, sick looks.—I reached Highbury at
the time of day when, from my knowledge of their late breakfast hour, I
was certain of a good chance of finding her alone.—I was not
disappointed; and at last I was not disappointed either in the object
of my journey.",Emma,Jane Austen,1815,JA_301,neutral,neutral
“Why do you smile?” said she.,Emma,Jane Austen,1815,JA_146,neutral,neutral
"They seem very comfortable as
they are, and if she were to take any pains to marry him, she would
probably repent it.",Emma,Jane Austen,1815,JA_018,neutral,neutral
"There_, indeed, lay real pleasure, for
there she was giving up the sweetest hours of the twenty-four to his
comfort; and feeling that, unmerited as might be the degree of his fond
affection and confiding esteem, she could not, in her general conduct,
be open to any severe reproach.",Emma,Jane Austen,1815,JA_255,neutral,neutral
"Why
was the evil so dreadfully increased by Harriet’s having some hope of a
return?",Emma,Jane Austen,1815,JA_276,curiosity,curiosity
"Then the baked apples came home,
Mrs. Wallis sent them by her boy; they are extremely civil and obliging
to us, the Wallises, always—I have heard some people say that Mrs.
Wallis can be uncivil and give a very rude answer, but we have never
known any thing but the greatest attention from them.",Emma,Jane Austen,1815,JA_160,neutral,neutral
"“When we get out--” Terry stretched himself and looked at the far
peaks, “when we get out of this and get to where the real women are--the
mothers, and the girls--” “Well, what’ll we do then?”",Herland,Charlotte Perkins Gilman,1915,CP_023,neutral,neutral
"Girls--hundreds of them--eager, bright-eyed, attentive young faces;
crowding questions, and, I regret to say, an increasing inability on our
part to answer them effectively.",Herland,Charlotte Perkins Gilman,1915,CP_062,remorse,remorse
