sentence,title,author,year,chunk_id,inferred_emotion,sentence_length
And of course she enjoyed life immensely.,Mrs Dalloway,Virginia Woolf,1925,VW_053,joy,7
"It was her nature to enjoy
(though goodness only knows, she had her reserves; it was a mere
sketch, he often felt, that even he, after all these years, could make
of Clarissa).",Mrs Dalloway,Virginia Woolf,1925,VW_053,joy,33
"And now Elizabeth was “out,” presumably; thought him
an old fogy, laughed at her mother’s friends.",Mrs Dalloway,Virginia Woolf,1925,VW_053,joy,16
"Could it be that he was in love with her then, remembering the misery,
the torture, the extraordinary passion of those days?",Mrs Dalloway,Virginia Woolf,1925,VW_054,surprise,22
"What could Clarissa have thought
of him?",Mrs Dalloway,Virginia Woolf,1925,VW_054,surprise,7
And where did she sleep at night?,Mrs Dalloway,Virginia Woolf,1925,VW_056,surprise,7
"made her suddenly quite
sure that everything was going to be right.",Mrs Dalloway,Virginia Woolf,1925,VW_056,joy,12
Love between man and woman was repulsive to Shakespeare.,Mrs Dalloway,Virginia Woolf,1925,VW_060,disgust,9
"She was very lonely, she
was very unhappy!",Mrs Dalloway,Virginia Woolf,1925,VW_061,sadness,8
She cried for the first time since they were married.,Mrs Dalloway,Virginia Woolf,1925,VW_061,sadness,10
"And Rezia came in, with her flowers, and walked across the room, and
put the roses in a vase, upon which the sun struck directly, and it
went laughing, leaping round the room.",Mrs Dalloway,Virginia Woolf,1925,VW_063,joy,33
"Her husband was very seriously ill, Sir William said.",Mrs Dalloway,Virginia Woolf,1925,VW_065,sadness,9
"Oh, he did, she cried.",Mrs Dalloway,Virginia Woolf,1925,VW_065,sadness,5
"Never, never had Rezia felt such agony in her life!",Mrs Dalloway,Virginia Woolf,1925,VW_066,sadness,10
But what more did she want?,Mrs Dalloway,Virginia Woolf,1925,VW_067,surprise,6
"But Rezia Warren Smith cried, walking down Harley Street, that she did
not like that man.",Mrs Dalloway,Virginia Woolf,1925,VW_069,sadness,16
She made Lady Bruton laugh.,Mrs Dalloway,Virginia Woolf,1925,VW_071,joy,5
"Which was she now,
the General’s great-grand-daughter?",Mrs Dalloway,Virginia Woolf,1925,VW_071,surprise,7
"Could her own
meaning sound like that?",Mrs Dalloway,Virginia Woolf,1925,VW_074,surprise,7
"For
he never gave Clarissa presents, except a bracelet two or three years
ago, which had not been a success.",Mrs Dalloway,Virginia Woolf,1925,VW_077,sadness,20
"It pained him
to remember that she never wore it.",Mrs Dalloway,Virginia Woolf,1925,VW_077,sadness,10
"Here he was walking
across London to say to Clarissa in so many words that he loved her.",Mrs Dalloway,Virginia Woolf,1925,VW_078,joy,18
"The sound of Big Ben flooded Clarissa’s drawing-room, where she sat,
ever so annoyed, at her writing-table; worried; annoyed.",Mrs Dalloway,Virginia Woolf,1925,VW_079,anger,19
"It was
perfectly true that she had not asked Ellie Henderson to her party; but
she had done it on purpose.",Mrs Dalloway,Virginia Woolf,1925,VW_079,joy,21
"But why should she invite all the dull women in London to her
parties?",Mrs Dalloway,Virginia Woolf,1925,VW_079,surprise,14
"Anything more nauseating
she could not conceive.",Mrs Dalloway,Virginia Woolf,1925,VW_079,disgust,7
"But how lovely, she said, taking his flowers.",Mrs Dalloway,Virginia Woolf,1925,VW_080,joy,8
"And was it amusing,
she asked?",Mrs Dalloway,Virginia Woolf,1925,VW_080,surprise,6
"And he was
going to get a divorce; and he was in love with some woman out there.",Mrs Dalloway,Virginia Woolf,1925,VW_080,sadness,18
"Buying Evelyn necklaces; fatter than
ever; an intolerable ass.",Mrs Dalloway,Virginia Woolf,1925,VW_080,anger,9
"And if Mrs. Marsham gave a party, did _she_ invite her guests?",Mrs Dalloway,Virginia Woolf,1925,VW_080,surprise,12
"And there is a dignity in people; a solitude; even between husband and
wife a gulf; and that one must respect, thought Clarissa, watching
him open the door; for one would not part with it oneself, or take
it, against his will, from one’s husband, without losing one’s
independence, one’s self-respect--something, after all, priceless.",Mrs Dalloway,Virginia Woolf,1925,VW_081,joy,54
"but she
loved her roses (didn’t that help the Armenians?)--the only flowers
she could bear to see cut.",Mrs Dalloway,Virginia Woolf,1925,VW_081,joy,18
"But--but--why did
she suddenly feel, for no reason that she could discover, desperately
unhappy?",Mrs Dalloway,Virginia Woolf,1925,VW_081,surprise,14
"Both of them criticised
her very unfairly, laughed at her very unjustly, for her parties.",Mrs Dalloway,Virginia Woolf,1925,VW_082,anger,15
"Well, how was she going to defend herself?",Mrs Dalloway,Virginia Woolf,1925,VW_082,surprise,8
"Now that she knew what it
was, she felt perfectly happy.",Mrs Dalloway,Virginia Woolf,1925,VW_082,joy,11
"But who was Peter to make out
that life was all plain sailing?--Peter always in love, always in love
with the wrong woman?",Mrs Dalloway,Virginia Woolf,1925,VW_082,surprise,23
"After that, how unbelievable death
was!--that it must end; and no one in the whole world would know how
she had loved it all; how, every instant....",Mrs Dalloway,Virginia Woolf,1925,VW_083,surprise,27
"She was poor, moreover; degradingly
poor.",Mrs Dalloway,Virginia Woolf,1925,VW_083,sadness,6
"Yes, the word was no exaggeration, for surely
a girl has a right to some kind of happiness?",Mrs Dalloway,Virginia Woolf,1925,VW_083,joy,18
"And she had never been
happy, what with being so clumsy and so poor.",Mrs Dalloway,Virginia Woolf,1925,VW_083,sadness,14
"If only
she could make her weep; could ruin her; humiliate her; bring her to
her knees crying, You are right!",Mrs Dalloway,Virginia Woolf,1925,VW_084,sadness,21
"At this dwindling of the monster, Clarissa laughed.",Mrs Dalloway,Virginia Woolf,1925,VW_085,joy,8
"Had she ever tried to convert any one
herself?",Mrs Dalloway,Virginia Woolf,1925,VW_085,surprise,9
"Yet it was a sight that made her want
to cry.",Mrs Dalloway,Virginia Woolf,1925,VW_085,sadness,11
"But look at the women he loved--vulgar,
trivial, commonplace.",Mrs Dalloway,Virginia Woolf,1925,VW_085,joy,9
"How extraordinary it was, strange, yes, touching, to see the old lady
(they had been neighbours ever so many years) move away from the
window, as if she were attached to that sound, that string.",Mrs Dalloway,Virginia Woolf,1925,VW_086,surprise,35
"when, thought Clarissa, that’s the miracle,
that’s the mystery; that old lady, she meant, whom she could see going
from chest of drawers to dressing-table.",Mrs Dalloway,Virginia Woolf,1925,VW_086,surprise,25
"But why wish to
resemble her?",Mrs Dalloway,Virginia Woolf,1925,VW_087,surprise,6
"She had, as a
matter of fact, very nearly burst into tears when Clarissa Dalloway
laughed at her.",Mrs Dalloway,Virginia Woolf,1925,VW_087,joy,18
"Clarissa Dalloway had laughed--but she would concentrate her
mind upon something else until she had reached the pillar-box.",Mrs Dalloway,Virginia Woolf,1925,VW_087,joy,18
"But why should she have to
suffer when other women, like Clarissa Dalloway, escaped?",Mrs Dalloway,Virginia Woolf,1925,VW_087,surprise,14
What department did she want?,Mrs Dalloway,Virginia Woolf,1925,VW_087,surprise,5
"The pleasure of eating was almost the only
pure pleasure left her, and then to be baffled even in that!",Mrs Dalloway,Virginia Woolf,1925,VW_088,joy,20
"But for herself, her career was
absolutely ruined and was it her fault?",Mrs Dalloway,Virginia Woolf,1925,VW_088,sadness,13
"Miss Kilman
made one feel so small.",Mrs Dalloway,Virginia Woolf,1925,VW_088,sadness,7
She had suffered so horribly.,Mrs Dalloway,Virginia Woolf,1925,VW_089,sadness,5
Was Miss Kilman going to say anything more?,Mrs Dalloway,Virginia Woolf,1925,VW_089,surprise,8
"Miss Kilman sat at the marble table among the éclairs,
stricken once, twice, thrice by shocks of suffering.",Mrs Dalloway,Virginia Woolf,1925,VW_089,sadness,18
"He had to pass her, and being himself neat
as a new pin, could not help being a little distressed by the poor
lady’s disorder; her hair down; her parcel on the floor.",Mrs Dalloway,Virginia Woolf,1925,VW_090,sadness,33
But which should she get on to?,Mrs Dalloway,Virginia Woolf,1925,VW_091,surprise,7
What could she be thinking?,Mrs Dalloway,Virginia Woolf,1925,VW_091,surprise,5
"Every man fell in love with her, and she
was really awfully bored.",Mrs Dalloway,Virginia Woolf,1925,VW_091,sadness,13
"And did Elizabeth give one thought to poor Miss Kilman who loved her
without jealousy, to whom she had been a fawn in the open, a moon in a
glade?",Mrs Dalloway,Virginia Woolf,1925,VW_091,surprise,30
She was delighted to be free.,Mrs Dalloway,Virginia Woolf,1925,VW_091,joy,6
"It was always talking about her own sufferings that made Miss Kilman so
difficult.",Mrs Dalloway,Virginia Woolf,1925,VW_092,sadness,14
"It was not marriage; it was not being one’s husband to look
strange like that, always to be starting, laughing, sitting hour after
hour silent, or clutching her and telling her to write.",Mrs Dalloway,Virginia Woolf,1925,VW_094,joy,33
"And once they found the girl who did the room reading one of these
papers in fits of laughter.",Mrs Dalloway,Virginia Woolf,1925,VW_095,joy,19
"he used to cry, and the tears would
run down his cheeks, which was to her the most dreadful thing of all,
to see a man like Septimus, who had fought, who was brave, crying.",Mrs Dalloway,Virginia Woolf,1925,VW_095,sadness,35
"It was a
dream, she would tell him and so quiet him at last, but sometimes she
was frightened too.",Mrs Dalloway,Virginia Woolf,1925,VW_095,fear,20
“What is the name of Mrs. Filmer’s married daughter?”,Mrs Dalloway,Virginia Woolf,1925,VW_095,surprise,9
"Never had she
felt so happy!",Mrs Dalloway,Virginia Woolf,1925,VW_097,joy,6
"Now the poor woman
looked like a pig at a fair.",Mrs Dalloway,Virginia Woolf,1925,VW_097,sadness,11
What had she got in her work-box?,Mrs Dalloway,Virginia Woolf,1925,VW_097,surprise,7
"Yes, it would always make her happy to see that hat.",Mrs Dalloway,Virginia Woolf,1925,VW_097,joy,11
"she cried, running over to the glass and
looking first this side then that.",Mrs Dalloway,Virginia Woolf,1925,VW_097,sadness,14
"There was no time to let Mrs.
Williams know, and really Rezia thought it very, very annoying, when
she caught sight of the hat and thought ...",Mrs Dalloway,Virginia Woolf,1925,VW_098,anger,27
"she cried (it was a joke of theirs, her swearing), the
needle had broken.",Mrs Dalloway,Virginia Woolf,1925,VW_098,sadness,14
"They were perfectly happy now, she said, suddenly, putting the hat
down.",Mrs Dalloway,Virginia Woolf,1925,VW_099,joy,12
"Something sweet), for her husband was horribly
mangled, would not recover consciousness, she must not see him, must be
spared as much as possible, would have the inquest to go through, poor
young woman.",Mrs Dalloway,Virginia Woolf,1925,VW_101,sadness,34
"Of her memories, most were happy.",Mrs Dalloway,Virginia Woolf,1925,VW_101,joy,6
"After all, she had married Dalloway, and
lived with him in perfect happiness all these years.",Mrs Dalloway,Virginia Woolf,1925,VW_105,joy,16
"She was upset by his
visit.",Mrs Dalloway,Virginia Woolf,1925,VW_105,sadness,6
"It did come, after all so naturally; so much
more naturally than Clarissa.",Mrs Dalloway,Virginia Woolf,1925,VW_106,joy,13
"But it was the salmon that bothered Mrs.
Walker, as she spun the plates round and round, and pulled in dampers
and pulled out dampers; and there came a burst of laughter from the
dining-room; a voice speaking; then another burst of laughter--the
gentlemen enjoying themselves when the ladies had gone.",Mrs Dalloway,Virginia Woolf,1925,VW_113,joy,51
“How delightful to see you!” said Clarissa.,Mrs Dalloway,Virginia Woolf,1925,VW_114,joy,7
"She was at her worst--effusive, insincere.",Mrs Dalloway,Virginia Woolf,1925,VW_114,anger,6
"Oh dear, it was going to be a failure; a complete failure, Clarissa
felt it in her bones as dear old Lord Lexham stood there apologising
for his wife who had caught cold at the Buckingham Palace garden party.",Mrs Dalloway,Virginia Woolf,1925,VW_114,sadness,39
"Why, after all, did she do these things?",Mrs Dalloway,Virginia Woolf,1925,VW_114,surprise,8
